rank,product_id,category,unique_users,views,add_to_carts,purchases,view_to_cart_rate,view_to_purchase_rate,total_revenue,avg_price
46599,253565,High Revenue,191,223,0,0,0.0,0.0,0.0,0.0
81663,464541,High Revenue,207,223,0,0,0.0,0.0,0.0,0.0
180354,195360,High Revenue,176,223,8,0,3.59,0.0,0.0,0.0
5496,356455,High Revenue,195,222,2,1,0.9,0.45,381.22,381.22
8171,93941,High Revenue,147,222,5,1,2.25,0.45,239.35,239.35
130125,59471,High Revenue,198,222,0,0,0.0,0.0,0.0,0.0
205764,219933,High Revenue,181,222,7,0,3.15,0.0,0.0,0.0
10215,97139,High Revenue,177,221,6,1,2.71,0.45,122.74,122.74
157190,4437,High Revenue,178,221,0,0,0.0,0.0,0.0,0.0
227458,175332,High Revenue,202,221,0,0,0.0,0.0,0.0,0.0
228793,153625,High Revenue,153,221,2,0,0.9,0.0,0.0,0.0
3505,179834,High Revenue,150,220,14,1,6.36,0.45,479.31,479.31
3612,235664,High Revenue,189,220,9,1,4.09,0.45,473.54,473.54
11344,356339,High Revenue,7,220,1,1,0.45,0.45,54.31,54.31
50241,290550,High Revenue,188,220,1,0,0.45,0.0,0.0,0.0
187287,179807,High Revenue,122,220,3,0,1.36,0.0,0.0,0.0
202049,212650,High Revenue,172,220,16,0,7.27,0.0,0.0,0.0
5434,287561,High Revenue,176,219,1,1,0.46,0.46,383.84,383.84
5917,436195,High Revenue,189,219,2,1,0.91,0.46,359.9,359.9
9529,155319,High Revenue,181,219,2,1,0.91,0.46,165.81,165.81
11553,203780,High Revenue,155,219,6,1,2.74,0.46,41.48,41.48
61895,278351,High Revenue,195,219,8,0,3.65,0.0,0.0,0.0
74815,418181,High Revenue,187,219,0,0,0.0,0.0,0.0,0.0
131370,71846,High Revenue,177,219,0,0,0.0,0.0,0.0,0.0
152582,17655,High Revenue,167,219,1,0,0.46,0.0,0.0,0.0
220936,169260,High Revenue,181,219,3,0,1.37,0.0,0.0,0.0
36469,260093,High Revenue,183,218,2,0,0.92,0.0,0.0,0.0
75425,421337,High Revenue,191,218,9,0,4.13,0.0,0.0,0.0
76890,417418,High Revenue,132,218,0,0,0.0,0.0,0.0,0.0
78720,458733,High Revenue,186,218,1,0,0.46,0.0,0.0,0.0
104083,361551,High Revenue,159,218,4,0,1.83,0.0,0.0,0.0
5696,328467,High Revenue,145,217,16,1,7.37,0.46,371.38,371.38
6839,55758,High Revenue,189,217,6,1,2.76,0.46,309.3,309.3
10284,214790,High Revenue,177,217,6,1,2.76,0.46,118.61,118.61
44792,240170,High Revenue,175,217,11,0,5.07,0.0,0.0,0.0
100185,353519,High Revenue,190,217,0,0,0.0,0.0,0.0,0.0
135733,108646,High Revenue,166,217,0,0,0.0,0.0,0.0,0.0
227738,174529,High Revenue,199,217,0,0,0.0,0.0,0.0,0.0
5069,126555,High Revenue,174,216,4,1,1.85,0.46,403.09,403.09
9330,296989,High Revenue,177,216,10,1,4.63,0.46,176.9,176.9
83905,459848,High Revenue,193,216,4,0,1.85,0.0,0.0,0.0
116691,379215,High Revenue,175,216,0,0,0.0,0.0,0.0,0.0
5009,107972,High Revenue,148,215,9,1,4.19,0.47,406.15,406.15
96028,374841,High Revenue,203,215,5,0,2.33,0.0,0.0,0.0
210194,146528,High Revenue,165,215,0,0,0.0,0.0,0.0,0.0
222842,166138,High Revenue,168,215,6,0,2.79,0.0,0.0,0.0
10035,125318,High Revenue,164,214,5,1,2.34,0.47,133.98,133.98
10405,181673,High Revenue,170,214,7,1,3.27,0.47,112.08,112.08
45515,242188,High Revenue,179,214,0,0,0.0,0.0,0.0,0.0
61643,282746,High Revenue,195,214,0,0,0.0,0.0,0.0,0.0
65136,428034,High Revenue,179,214,0,0,0.0,0.0,0.0,0.0
75837,420631,High Revenue,179,214,7,0,3.27,0.0,0.0,0.0
114508,383450,High Revenue,185,214,0,0,0.0,0.0,0.0,0.0
131249,61784,High Revenue,174,214,0,0,0.0,0.0,0.0,0.0
154439,28900,High Revenue,190,214,0,0,0.0,0.0,0.0,0.0
154775,23593,High Revenue,182,214,0,0,0.0,0.0,0.0,0.0
196176,236141,High Revenue,162,214,0,0,0.0,0.0,0.0,0.0
202368,212726,High Revenue,188,214,1,0,0.47,0.0,0.0,0.0
6333,247930,High Revenue,153,213,10,1,4.69,0.47,336.66,336.66
10156,188228,High Revenue,164,213,5,1,2.35,0.47,126.68,126.68
38973,267051,High Revenue,176,213,12,0,5.63,0.0,0.0,0.0
130007,59665,High Revenue,176,213,7,0,3.29,0.0,0.0,0.0
152281,18287,High Revenue,172,213,8,0,3.76,0.0,0.0,0.0
185605,183178,High Revenue,103,213,4,0,1.88,0.0,0.0,0.0
222779,165996,High Revenue,178,213,0,0,0.0,0.0,0.0,0.0
227826,174284,High Revenue,161,213,1,0,0.47,0.0,0.0,0.0
8475,181204,High Revenue,167,212,8,1,3.77,0.47,223.36,223.36
32152,329146,High Revenue,163,212,0,0,0.0,0.0,0.0,0.0
45926,252262,High Revenue,154,212,0,0,0.0,0.0,0.0,0.0
184079,202648,High Revenue,137,212,11,0,5.19,0.0,0.0,0.0
5385,269452,High Revenue,164,211,8,1,3.79,0.47,387.0,387.0
6493,148360,High Revenue,138,211,6,1,2.84,0.47,327.58,327.58
10229,276035,High Revenue,147,211,6,1,2.84,0.47,121.8,121.8
21186,337262,High Revenue,172,211,0,0,0.0,0.0,0.0,0.0
26943,339763,High Revenue,162,211,5,0,2.37,0.0,0.0,0.0
160627,12040,High Revenue,179,211,7,0,3.32,0.0,0.0,0.0
163950,49810,High Revenue,185,211,0,0,0.0,0.0,0.0,0.0
195088,228068,High Revenue,178,211,0,0,0.0,0.0,0.0,0.0
219176,127799,High Revenue,184,211,8,0,3.79,0.0,0.0,0.0
8908,437293,High Revenue,147,210,5,1,2.38,0.48,202.2,202.2
19061,312202,High Revenue,172,210,0,0,0.0,0.0,0.0,0.0
153708,29216,High Revenue,172,210,0,0,0.0,0.0,0.0,0.0
199318,214436,High Revenue,196,210,0,0,0.0,0.0,0.0,0.0
3707,319723,High Revenue,158,209,7,1,3.35,0.48,469.16,469.16
4399,264392,High Revenue,169,209,6,1,2.87,0.48,437.71,437.71
10438,308102,High Revenue,126,209,7,1,3.35,0.48,110.2,110.2
11438,122041,High Revenue,168,209,11,1,5.26,0.48,48.21,48.21
97119,375386,High Revenue,176,209,0,0,0.0,0.0,0.0,0.0
116109,377683,High Revenue,154,209,0,0,0.0,0.0,0.0,0.0
121556,81185,High Revenue,171,209,0,0,0.0,0.0,0.0,0.0
234951,159430,High Revenue,177,209,0,0,0.0,0.0,0.0,0.0
3236,383828,High Revenue,154,208,2,1,0.96,0.48,492.15,492.15
5249,289486,High Revenue,180,208,3,1,1.44,0.48,393.77,393.77
21183,337257,High Revenue,184,208,11,0,5.29,0.0,0.0,0.0
90010,450135,High Revenue,172,208,1,0,0.48,0.0,0.0,0.0
106496,396963,High Revenue,181,208,1,0,0.48,0.0,0.0,0.0
3770,103221,High Revenue,172,207,2,1,0.97,0.48,466.63,466.63
6186,347226,High Revenue,171,207,5,1,2.42,0.48,344.55,344.55
41959,264384,High Revenue,192,207,0,0,0.0,0.0,0.0,0.0
124753,85674,High Revenue,171,207,3,0,1.45,0.0,0.0,0.0
141373,114752,High Revenue,190,207,0,0,0.0,0.0,0.0,0.0
147720,98728,High Revenue,167,207,2,0,0.97,0.0,0.0,0.0
179972,195971,High Revenue,166,207,0,0,0.0,0.0,0.0,0.0
191577,190515,High Revenue,195,207,0,0,0.0,0.0,0.0,0.0
3697,216225,High Revenue,149,206,2,1,0.97,0.49,469.71,469.71
9345,250015,High Revenue,180,206,7,1,3.4,0.49,175.8,175.8
11596,262982,High Revenue,158,206,13,1,6.31,0.49,37.92,37.92
16496,299817,High Revenue,186,206,6,0,2.91,0.0,0.0,0.0
115150,383084,High Revenue,162,206,1,0,0.49,0.0,0.0,0.0
218251,133398,High Revenue,177,206,1,0,0.49,0.0,0.0,0.0
225616,178999,High Revenue,157,206,4,0,1.94,0.0,0.0,0.0
230478,150103,High Revenue,181,206,4,0,1.94,0.0,0.0,0.0
11934,203594,High Revenue,167,205,18,1,8.78,0.49,15.49,15.49
30204,319613,High Revenue,172,205,0,0,0.0,0.0,0.0,0.0
113951,380944,High Revenue,151,205,0,0,0.0,0.0,0.0,0.0
141473,115525,High Revenue,157,205,2,0,0.98,0.0,0.0,0.0
